City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,ancud,-41.8697,-73.8203,10.19,72,1,1.77,CL,1712791193
288,soligalich,59.0778,42.2864,9.82,83,99,4.28,RU,1712791677
289,soio,-6.1349,12.3689,27.11,88,83,3.68,AO,1712791677
290,kabansk,52.0486,106.6528,2.6,97,100,1.98,RU,1712791677
291,kasongo-lunda,-6.4667,16.8167,22.13,97,76,0.47,CD,1712791570
292,sittwe,20.15,92.9,26.06,64,0,3.63,MM,1712791678
293,leticia,-4.2153,-69.9406,27.03,94,20,2.06,CO,1712791679
294,tokoname,34.8833,136.85,16.13,67,75,2.06,JP,1712791679
295,fallon,39.4735,-118.7774,21.93,30,75,1.54,US,1712791679
296,yanam,16.7333,82.2167,23.33,95,10,0.29,IN,1712791679
297,nova sintra,14.8667,-24.7167,22.63,77,2,9.36,CV,1712791680
298,takoradi,4.8845,-1.7554,27.92,85,100,2.79,GH,1712791680
299,abepura,-2.6333,140.5833,25.45,94,40,0.51,ID,1712791680
300,barra de santo antonio,-9.4047,-35.5072,26.6,74,94,2.62,BR,1712791681
301,christies beach,-35.1396,138.4698,17.56,75,89,1.34,AU,1712791681
302,nema,57.5067,50.5011,-1.4,95,72,1.69,RU,1712791226
303,dunedin,-45.8742,170.5036,14.33,91,100,2.24,NZ,1712791682
304,garissa,-0.4536,39.6401,28.66,76,86,4.16,KE,1712791682
305,naze,28.3667,129.4833,20.51,65,100,4.03,JP,1712791191
306,ulety,51.3572,112.4849,6.34,77,99,1.27,RU,1712791683
307,lautoka,-17.6167,177.4667,29.92,66,20,5.14,FJ,1712791200
308,howard springs,-12.497,131.047,24.9,64,100,3.13,AU,1712791199
309,ocos,14.5094,-92.1933,33.1,67,95,3.05,GT,1712791683
310,arkhangel'sk,64.5401,40.5433,6.18,100,100,5.0,RU,1712791610
311,touros,-5.1989,-35.4608,26.44,84,100,2.54,BR,1712791029
312,urangan,-25.3,152.9,22.89,65,0,4.47,AU,1712791685
313,alavus,62.5833,23.6167,4.73,91,100,5.92,FI,1712791675
314,yuzhno-kurilsk,44.0306,145.8556,4.65,76,23,2.88,RU,1712791025
315,sao joao da barra,-21.6403,-41.0511,25.05,86,0,3.94,BR,1712791158
316,kuraymah,18.55,31.85,22.67,18,29,5.08,SD,1712791687
317,katsuura,35.1333,140.3,13.79,65,45,3.54,JP,1712791191
318,nizhneangarsk,55.7833,109.55,-2.22,86,100,0.45,RU,1712791688
319,mabaruma,8.2,-59.7833,25.85,78,7,1.87,GY,1712791203
320,idukki,9.85,76.9667,19.46,83,75,1.54,IN,1712791689
321,singleton,-32.5667,151.1833,18.29,74,0,1.14,AU,1712791689
322,peace river,56.2501,-117.286,12.17,20,75,2.06,CA,1712791192
323,williston,48.147,-103.618,11.56,43,100,4.47,US,1712791459
324,tabou,4.423,-7.3528,27.83,79,84,2.96,CI,1712791209
325,villa gesell,-37.2639,-56.973,14.47,53,71,8.21,AR,1712791212
326,calangute,15.5439,73.7553,26.12,72,14,3.05,IN,1712791690
327,miramichi,47.0043,-65.4654,1.53,83,11,3.36,CA,1712791186
328,miki,34.8,134.9833,13.79,67,96,1.69,JP,1712791691
329,sterling,39.0062,-77.4286,24.03,56,75,3.6,US,1712791579
330,kavieng,-2.5744,150.7967,27.34,82,100,4.65,PG,1712791008
331,batang,-6.4846,110.7083,26.37,84,64,1.28,ID,1712791692
332,sumoto,34.35,134.9,14.0,81,100,0.45,JP,1712791692
333,singaparna,-7.3515,108.111,22.82,98,96,0.58,ID,1712791692
334,tamanrasset,22.785,5.5228,23.95,14,11,0.0,DZ,1712791693
335,acajutla,13.5928,-89.8275,29.92,65,100,3.47,SV,1712791693
336,gerash,27.6652,54.1371,23.03,42,100,4.5,IR,1712791693
337,karratha,-20.7377,116.8463,25.01,54,27,5.87,AU,1712791694
338,novoagansk,61.9449,76.6625,-24.94,100,91,1.83,RU,1712791694
339,laguna de perlas,12.3429,-83.6712,29.05,73,80,4.58,NI,1712791694
340,imaichi,36.7167,139.6833,9.41,64,42,1.97,JP,1712791694
341,rabo de peixe,37.8,-25.5833,17.77,99,75,4.63,PT,1712791695
342,champerico,14.3,-91.9167,34.3,63,98,3.38,GT,1712791206
343,brazzaville,-4.2658,15.2832,28.2,78,100,1.03,CG,1712791696
344,franklin,39.9667,-83.0166,17.26,92,100,3.6,US,1712791220
345,church hill,36.5223,-82.7135,22.43,64,100,4.72,US,1712791696
346,tamandare,-8.7597,-35.1047,27.25,78,100,2.13,BR,1712791697
347,tromso,69.6496,18.957,4.01,87,75,1.03,NO,1712791594
348,yeppoon,-23.1333,150.7333,20.88,53,0,2.76,AU,1712791697
349,kudahuvadhoo,2.6708,72.8944,29.38,69,20,3.64,MV,1712791697
350,pokhara,28.2333,83.9833,17.95,17,0,3.5,NP,1712791698
351,verkhniy baskunchak,48.2256,46.7217,16.22,41,8,3.3,RU,1712791698
352,chu,43.5983,73.7614,8.97,65,66,1.09,KZ,1712791698
353,zaozersk,69.4005,32.4476,3.11,95,100,7.51,RU,1712791217
354,dadhar,29.4753,67.6514,29.28,14,1,0.88,PK,1712791699
355,fairbanks,64.8378,-147.7164,7.19,42,20,2.57,US,1712791502
356,sergeyevka,53.88,67.4158,-0.99,93,28,1.9,KZ,1712791699
357,vishnyeva,54.7122,26.5225,7.99,75,92,4.53,BY,1712791699
358,biltine,14.5333,20.9167,27.97,8,30,3.5,TD,1712791575
359,manay,7.215,126.5397,26.19,49,100,1.84,PH,1712791700
360,alghero,40.5589,8.3181,8.05,100,0,1.03,IT,1712791700
361,lospalos,-8.5186,127.0025,23.41,83,49,2.23,TL,1712791700
362,floro,61.5996,5.0328,6.98,70,100,9.77,NO,1712791701
363,porto real do colegio,-10.1858,-36.84,26.12,83,51,2.78,BR,1712791701
364,luanda,-8.8368,13.2343,26.01,83,37,4.43,AO,1712791078
365,yelizovo,53.1873,158.3805,5.08,39,20,12.07,RU,1712791702
366,silvania,-16.6589,-48.6081,22.31,81,96,0.29,BR,1712791702
367,broken hill,-31.95,141.4333,13.25,69,0,5.68,AU,1712790974
368,alofi,-19.0595,-169.9187,28.94,74,75,7.2,NU,1712791023
369,acarau,-2.8856,-40.12,26.62,84,100,3.57,BR,1712791194
370,wynyard,-41.0,145.7167,13.15,64,15,2.41,AU,1712791703
371,nova vicosa,-17.8919,-39.3719,25.9,83,7,2.77,BR,1712791185
372,callao,-12.0667,-77.15,23.16,73,0,6.17,PE,1712791617
373,arizona city,32.7559,-111.671,29.77,10,0,1.34,US,1712791704
374,leeton,-34.5667,146.4,14.49,70,0,2.97,AU,1712791622
375,jilib,0.4883,42.7854,27.57,80,90,1.24,SO,1712791704
376,ruddington,52.8925,-1.1495,14.04,81,75,5.14,GB,1712791705
377,mugia,43.1041,-9.2179,12.73,71,100,5.09,ES,1712791195
378,bakanas,44.8081,76.2772,11.44,60,91,2.53,KZ,1712791705
379,mozarlandia,-14.7447,-50.5706,25.93,77,69,1.57,BR,1712791706
380,kidal,18.4411,1.4078,31.03,7,7,4.2,ML,1712791706
381,praia,14.9215,-23.5087,22.3,68,20,7.2,CV,1712791706
382,pskov,57.8136,28.3496,9.95,66,0,7.0,RU,1712791707
383,haimen,23.1935,116.6142,19.94,85,55,4.99,CN,1712791707
384,ovalle,-30.5983,-71.2003,21.73,49,13,1.93,CL,1712791580
385,horta,38.5333,-28.6333,16.12,97,75,8.05,PT,1712791708
386,baukau,51.5526,7.2042,10.51,68,14,2.69,DE,1712791708
387,north battleford,52.7834,-108.2847,9.05,37,100,9.26,CA,1712791574
388,bondo,3.8146,23.6866,22.2,83,21,0.97,CD,1712791708
389,saint-francois,46.4154,3.9054,3.71,93,0,1.03,FR,1712791502
390,laguna,38.421,-121.4238,27.38,39,0,3.6,US,1712791709
391,arkhara,49.4212,130.0842,5.98,52,70,2.24,RU,1712791709
392,vyksa,55.3175,42.1744,9.88,90,11,3.06,RU,1712791710
393,revda,56.801,59.9303,-1.94,92,38,1.87,RU,1712791710
394,saskatoon,52.1168,-106.6345,7.99,49,75,9.26,CA,1712791580
395,kondagaon,19.6,81.6667,24.99,53,77,2.9,IN,1712791710
396,acoyapa,11.9703,-85.1711,31.05,44,100,4.91,NI,1712791711
397,la'ie,21.6477,-157.9253,28.98,72,43,3.13,US,1712791206
398,yanchep,-31.55,115.6833,18.12,49,0,5.79,AU,1712791711
399,six-fours-les-plages,43.0938,5.84,11.9,73,59,1.34,FR,1712791711
400,lerwick,60.1545,-1.1494,8.0,98,100,7.61,GB,1712791214
401,nemuro,43.3236,145.575,4.06,66,60,3.54,JP,1712791035
402,vredendal,-31.6683,18.5012,18.78,50,0,5.29,ZA,1712791712
403,bageshwar,29.85,79.7667,14.61,23,0,1.77,IN,1712791713
404,murzuq,25.9155,13.9184,22.02,19,86,5.32,LY,1712791713
405,tateyama,34.9833,139.8667,13.55,67,67,3.6,JP,1712791228
406,chibougamau,49.9168,-74.3659,2.91,97,100,2.21,CA,1712791038
407,patigi,8.7333,5.75,31.47,48,100,3.02,NG,1712791714
408,hammerfest,70.6634,23.6821,2.25,100,100,3.6,NO,1712791714
409,east ballina,-28.8667,153.5833,21.56,65,0,5.28,AU,1712791227
410,lingcheng,22.7072,110.3492,22.64,90,97,1.02,CN,1712791715
411,bayanhongor,46.7167,100.1167,-0.83,89,84,1.9,MN,1712791715
412,black point,-34.6187,137.8972,16.54,66,91,3.47,AU,1712791715
413,kralendijk,12.15,-68.2667,27.99,78,75,7.72,BQ,1712791443
414,erattupetta,9.7,76.7833,25.31,84,75,1.17,IN,1712791716
415,ponta delgada,37.7333,-25.6667,18.44,94,75,4.63,PT,1712791216
416,carutapera,-1.195,-46.02,25.85,88,90,2.83,BR,1712791716
417,embi,48.8264,58.1442,9.65,82,100,7.9,KZ,1712791716
418,pimenta bueno,-11.6725,-61.1936,25.06,95,36,0.74,BR,1712791717
419,petrovsk-zabaykal'skiy,51.273,108.843,4.6,92,84,1.81,RU,1712791717
420,ilinge,-31.9768,27.0427,10.35,85,100,1.95,ZA,1712791717
421,santa ana,33.7456,-117.8678,31.6,36,0,4.63,US,1712791043
422,alo,7.4178,6.7371,29.84,64,100,2.37,NG,1712791718
423,shubarshi,48.5872,57.1869,11.06,81,100,7.11,KZ,1712791718
424,bako,5.7833,36.5667,17.82,87,57,2.01,ET,1712791718
425,mitsamiouli,-11.3847,43.2844,28.68,80,86,3.91,KM,1712791201
426,quang ngai,15.1167,108.8,23.43,81,21,2.41,VN,1712791719
427,sarangani,5.4033,125.4636,27.35,77,23,9.28,PH,1712791178
428,falam,22.9167,93.6833,17.34,27,7,1.86,MM,1712791720
429,jolo,6.05,121.0167,26.76,81,99,1.55,PH,1712791720
430,i-n-salah,27.1935,2.4607,25.37,22,0,6.75,DZ,1712791221
431,limbe,4.0242,9.2149,27.54,84,76,4.01,CM,1712791720
432,jalingo,8.8833,11.3667,30.89,31,82,1.81,NG,1712791721
433,lihue,21.9789,-159.3672,28.58,62,0,3.6,US,1712790957
434,cambria,35.5641,-121.0808,29.2,72,68,3.87,US,1712791721
435,kilju,40.9642,129.3278,11.1,62,100,1.25,KP,1712791722
436,madras,13.0878,80.2785,28.34,82,40,1.03,IN,1712791643
437,kone,-21.0595,164.8658,24.84,95,99,1.75,NC,1712791211
438,belokurikha,51.9959,84.9896,4.35,98,100,1.4,RU,1712791722
439,crawfordsville,40.0411,-86.8745,14.69,95,100,5.86,US,1712791723
440,port macquarie,-31.4333,152.9167,22.16,66,50,5.43,AU,1712791609
441,uruzgan,32.8333,66.0,15.01,35,5,1.4,AF,1712791723
442,mikhaylov,54.2292,39.0186,14.47,86,32,3.38,RU,1712791724
443,talcahuano,-36.7167,-73.1167,12.82,76,0,1.03,CL,1712791518
444,kerikeri,-35.2268,173.9474,21.06,92,100,6.76,NZ,1712791232
445,sitka,57.0531,-135.33,6.94,70,100,5.14,US,1712791046
446,warmbad,-28.45,18.7333,20.09,40,0,3.4,NA,1712791725
447,zarnovica,48.4812,18.7157,9.17,90,100,2.21,SK,1712791725
448,spring creek,40.7266,-115.5859,17.39,27,11,0.89,US,1712790924
449,brasileia,-11.0161,-68.7481,25.25,88,75,1.54,BR,1712791726
450,forster,-32.1667,152.5167,16.72,75,82,6.14,AU,1712790914
451,el alto,-4.2714,-81.2147,25.81,77,50,4.17,PE,1712791726
452,miquelon,47.0975,-56.3814,0.0,62,60,6.11,PM,1712791457
453,banjar,-8.19,114.9675,26.15,85,35,1.63,ID,1712791727
454,longyearbyen,78.2186,15.6401,-15.09,72,0,5.14,SJ,1712791187
455,kinna,57.5073,12.6946,6.98,86,74,4.34,SE,1712791728
456,hailey,43.5196,-114.3153,13.92,31,0,3.13,US,1712791728
457,lae,-6.7221,146.9847,26.22,71,99,0.82,PG,1712791728
458,nantucket,41.2835,-70.0995,8.9,93,40,6.69,US,1712791729
459,syktyvkar,61.6764,50.8099,-0.15,93,0,2.0,RU,1712791729
460,antsiranana,-12.2787,49.2917,25.5,90,61,3.7,MG,1712791184
461,port saint john's,-31.6229,29.5448,17.8,81,98,8.23,ZA,1712791730
462,hami,42.8,93.45,11.21,43,4,5.26,CN,1712791730
463,valdivia,-39.8142,-73.2459,13.05,60,100,1.54,CL,1712791626
464,pont rouge,48.8833,-72.0825,8.06,74,100,4.59,CA,1712791731
465,tolanaro,-25.0319,46.9987,23.5,90,94,2.22,MG,1712791182
466,remire-montjoly,4.9167,-52.2667,28.02,83,75,3.6,GF,1712791136
467,prince albert,53.2001,-105.7677,8.97,49,75,10.8,CA,1712791731
468,bengkulu,-3.8004,102.2655,24.68,88,100,1.62,ID,1712791732
469,khovd,48.0056,91.6419,4.46,47,100,2.59,MN,1712791229
470,al jawf,29.5,38.75,15.7,54,0,5.69,SA,1712791732
471,zaragoza,41.6561,-0.8773,13.6,44,0,12.35,ES,1712791723
472,polyarnyy,69.1989,33.4478,3.19,92,100,10.16,RU,1712791209
473,luderitz,-26.6481,15.1594,19.93,56,0,5.56,NA,1712791197
474,naha,26.2125,127.6811,22.77,77,20,5.66,JP,1712791734
475,purpe,64.4803,76.6897,-31.47,100,41,2.08,RU,1712791734
476,francisco sa,-16.4758,-43.4883,26.08,76,92,2.14,BR,1712791734
477,nuuk,64.1835,-51.7216,-6.05,79,83,1.92,GL,1712791187
478,port alberni,49.2413,-124.8028,14.4,57,100,2.68,CA,1712791519
479,tinajo,29.0788,-13.7081,24.49,41,0,7.2,ES,1712791735
480,fernandina beach,30.6697,-81.4626,24.01,79,0,6.69,US,1712791736
481,zhoukou,33.6333,114.6333,15.02,91,17,2.19,CN,1712791736
482,ciudad lazaro cardenas,17.9583,-102.2,27.6,61,27,6.18,MX,1712791736
483,villaguay,-31.8653,-59.0269,17.05,71,100,6.75,AR,1712791737
484,barra da estiva,-13.6261,-41.3269,20.91,84,66,0.99,BR,1712791737
485,pala,9.3642,14.9046,30.57,15,60,2.2,TD,1712791737
486,saint-joseph,-21.3667,55.6167,23.21,75,74,2.05,RE,1712791211
487,vanju-mare,44.4253,22.8697,14.17,44,8,1.78,RO,1712791738
488,reyes,-14.3167,-67.3833,27.8,74,69,1.88,BO,1712791738
489,pader,3.05,33.2167,21.23,79,7,0.89,UG,1712791638
490,luang namtha,20.9497,101.4011,21.24,75,92,0.33,LA,1712791493
491,vinton,37.281,-79.897,20.41,77,75,3.6,US,1712791490
492,jasper,37.2001,-94.3502,13.03,74,100,6.17,US,1712791739
493,jayapura,-2.5333,140.7,25.66,95,99,2.26,ID,1712791187
494,bella vista,36.4295,-94.2316,12.19,90,100,8.75,US,1712791740
495,sulak,43.2734,47.5146,10.07,73,100,0.78,RU,1712791740
496,jacarei,-23.3053,-45.9658,22.4,88,20,3.09,BR,1712791740
497,am timan,11.0297,20.2827,31.56,13,20,3.08,TD,1712791741
498,trinidad,-14.8333,-64.9,27.99,83,75,2.06,BO,1712791078
499,bouna,9.2667,-3.0,28.75,57,98,3.33,CI,1712791741
500,colby,39.3958,-101.0524,17.22,29,0,10.73,US,1712791741
501,kuta,-8.7233,115.1723,25.97,94,20,0.51,ID,1712791742
502,lu-uk,5.9684,121.3122,26.74,76,100,1.68,PH,1712791742
503,taulaga,-11.0553,-171.0883,29.81,77,55,4.19,AS,1712791188
504,venice,27.0998,-82.4543,27.28,83,0,7.2,US,1712791491
505,huaihua,27.5494,109.9592,16.39,98,100,1.0,CN,1712791743
506,aswan,24.0934,32.907,21.74,28,34,5.58,EG,1712791200
507,novodvinsk,64.4165,40.8122,5.99,99,100,5.69,RU,1712791743
508,pesqueira,-8.3578,-36.6964,20.8,95,100,2.5,BR,1712791712
509,ust-tsilma,65.441,52.1498,-1.88,92,100,4.02,RU,1712791744
510,ambon,-3.6954,128.1814,28.82,95,40,2.06,ID,1712791744
511,yigo village,13.5361,144.8886,28.19,72,75,8.23,GU,1712791745
512,usinsk,65.9939,57.5281,-16.63,94,79,3.58,RU,1712791215
513,salinopolis,-0.6136,-47.3561,26.47,84,65,3.58,BR,1712791745
514,maintirano,-18.0667,44.0167,27.34,73,100,2.26,MG,1712791202
515,gasa,31.5,34.4667,17.1,77,0,2.21,PS,1712791746
516,santa elena de uairen,4.6167,-61.1333,27.81,33,89,3.71,VE,1712791746
517,bahir dar,11.5936,37.3908,22.91,20,59,1.53,ET,1712791746
518,fortuna,40.5982,-124.1573,16.63,79,0,7.2,US,1712791204
519,carnarvon,-24.8667,113.6333,23.56,57,6,4.15,AU,1712791212
520,tutoia,-2.7619,-42.2744,25.95,88,100,2.42,BR,1712791224
521,isfana,39.8386,69.5306,5.31,40,13,2.8,KG,1712791748
522,villa ojo de agua,-29.5,-63.6938,13.37,89,100,10.15,AR,1712791748
523,hazard,37.2495,-83.1932,21.83,78,100,0.65,US,1712791748
524,coahuayana de hidalgo,18.7,-103.6583,27.12,58,32,2.99,MX,1712791749
525,sinabang,2.4803,96.3801,26.17,88,98,1.78,ID,1712791217
526,saudarkrokur,65.7461,-19.6394,-2.57,83,100,1.22,IS,1712791198
527,broome,42.2506,-75.833,15.5,95,100,1.54,US,1712791194
528,bharatpur,27.2167,77.4833,26.18,37,4,1.97,IN,1712791750
529,ati,13.2154,18.3353,28.49,7,41,5.15,TD,1712791750
530,pemba,-12.974,40.5178,27.18,83,100,1.57,MZ,1712791750
531,two rivers,44.1539,-87.5693,18.54,73,0,6.17,US,1712791750
532,atherton,53.5237,-2.4935,13.27,90,100,1.34,GB,1712791751
533,nakama,33.8167,130.7,15.0,66,100,1.34,JP,1712791751
534,green river,41.5286,-109.4662,13.99,25,10,9.38,US,1712791751
535,mandera,3.9366,41.867,30.84,51,81,1.91,KE,1712791751
536,zag,46.9441,99.165,1.2,84,82,1.98,MN,1712791752
537,nkove,-7.95,30.85,22.31,90,100,1.59,TZ,1712791637
538,pisco,-13.7,-76.2167,23.03,78,0,5.66,PE,1712791216
539,palikir - national government center,6.9248,158.1611,27.47,94,100,5.14,FM,1712791200
540,ballina,-28.8667,153.5667,21.55,65,0,5.28,AU,1712791753
541,beni mellal,32.3373,-6.3498,21.89,20,2,1.57,MA,1712791753
542,minas de marcona,-15.2119,-75.1103,17.9,80,95,6.74,PE,1712791753
543,yabelo,4.8833,38.0833,16.02,87,6,2.21,ET,1712791753
544,songkhla,6.8333,100.6667,24.03,92,93,0.83,TH,1712791754
545,lecheng,25.1238,113.3254,21.86,98,96,1.15,CN,1712791754
546,el rosario,24.2556,-107.1828,27.64,24,33,4.28,MX,1712791754
547,sangueya,10.7,-14.3667,23.37,79,96,1.24,GN,1712791755
548,crane,31.3974,-102.3501,22.09,16,0,8.32,US,1712791028
549,tshela,-4.9833,12.9333,24.79,99,99,0.15,CD,1712791755
550,pasni,25.2631,63.471,25.74,71,96,1.48,PK,1712791187
551,boende,-0.2167,20.8667,22.4,93,100,1.36,CD,1712791756
552,bouca,6.5105,18.2733,26.61,54,16,1.85,CF,1712791756
553,port blair,11.6667,92.75,28.12,79,100,2.75,IN,1712791076
554,balikpapan,-1.2675,116.8289,25.55,83,20,1.54,ID,1712791757
555,molinella,44.6213,11.6686,12.91,93,100,2.16,IT,1712791757
556,akureyri,65.6835,-18.0878,-2.04,80,0,3.6,IS,1712791066
557,kupang,-10.1667,123.5833,27.32,89,20,1.03,ID,1712791193
558,al ghayzah,16.2079,52.176,26.25,74,4,3.04,YE,1712791219
559,wotje,9.4543,170.2367,27.06,78,85,9.44,MH,1712791758
560,baihe,22.15,107.2333,23.02,96,100,0.45,CN,1712791758
561,ixtapa,20.7,-105.2,23.57,64,0,6.69,MX,1712791759
562,kanaya,34.8167,138.1333,13.36,62,75,2.06,JP,1712791759
563,orkney,-26.9802,26.6727,13.17,50,0,2.44,ZA,1712791759
564,al burayqah,30.4062,19.5739,17.24,63,0,4.75,LY,1712791760
565,lebu,-37.6167,-73.65,11.8,76,93,1.34,CL,1712791109
566,la palma,33.8464,-118.0467,30.97,47,0,4.63,US,1712791760
567,pathein,16.7833,94.7333,26.46,75,42,1.01,MM,1712791760
568,plastun,44.7561,136.2939,7.39,37,64,0.3,RU,1712791186
569,kourou,5.1552,-52.6478,28.03,89,95,3.98,GF,1712791040
570,whakatane,-37.9585,176.9854,21.05,95,100,4.92,NZ,1712791761
571,aragarcas,-15.8975,-52.2508,24.05,86,75,1.11,BR,1712791761
572,fortaleza,-3.7227,-38.5247,28.07,78,20,0.51,BR,1712790901
573,santa ines,-3.6667,-45.38,24.91,96,94,1.95,BR,1712791762
574,bonga,7.2833,36.2333,16.03,98,66,0.78,ET,1712791762
575,imperia,43.9667,7.7833,13.67,75,91,3.76,IT,1712791763
576,saint john,45.2727,-66.0677,4.57,75,75,3.6,CA,1712791306
577,kirensk,57.7853,108.1119,2.76,98,100,3.58,RU,1712791205
578,bousso,10.4795,16.7117,31.89,10,92,4.02,TD,1712791575
